company_id,company_name,city,trade_name,service_slug,service_name,confidence,evidence_text,source_field,reason,suggested_action,quality_status,quality_note,reviewer_decision,reviewer_note
"53190cdc-7f70-416a-8175-725b7b09f17c","Inntaler Naturbau GmbH","Bad Endorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau / Naturbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
"c43e6604-2c1f-400e-8b01-94715aa3beec","Hoch- und Tiefbau Hans Obermair GmbH","Oberaudorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau / Tiefbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
"87971dd0-5714-4e49-9eb1-b8a2c1686700","Baugeschäft Maurer GmbH","Stephanskirchen-Ziegelberg","Bauunternehmen","hochbau","Hochbau","high","Baugeschäft / Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
"2aa4a881-f69e-441b-9343-684333a91c7d","Baugeschäft Andreas Dörfl GmbH & Co. KG","Aschau im Chiemgau","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"a18e360a-1359-494d-9c12-4218655b1c81","Sebastian Koch Baugeschäft GmbH","Aschau im Chiemgau","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"92bc78b8-ec98-4fb8-94e5-5d46bae65c15","Grosch Bauunternehmen GmbH & Co. KG","Bad Aibling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"0278628f-2cd3-49dd-b6c5-27479658ae1d","Hausbau Jegg GmbH","Bad Aibling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"4223fca9-2cbc-490a-905d-ce39c00ecf26","Pumpfer Bauunternehmung GmbH","Bad Aibling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"7514d76a-8804-4733-89a1-8792ebfc6326","Schwaiger Bau GmbH","Bad Aibling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"72c736ba-3928-4c0f-9830-01e411d64c67","Holzmaier Bau GmbH & Co. KG","Bad Endorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"4e4596b0-a8c7-4252-a643-ce1420894cdc","Eisner GmbH","Beyharting","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"16efac8e-cfaf-4030-8d82-86f6ef04ffe1","Helwig Bau GmbH","Bruckmühl","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"df4fc1a6-918f-4958-95c9-c605ea91550c","Millauer GmbH","Bruckmühl","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"9c38061c-02ac-4042-83c4-8633f8bac52a","Feldschmidt & Maier Bauunternehmung GmbH","Bruckmühl-Högling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"1443789c-9e3c-47f3-b209-2a18ae02ede1","Meindl GmbH Bauunternehmen","Flintsbach","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"74351a5e-ed94-48f3-ad1e-baee2391d73f","Matthias Staber Baugeschäft","Frasdorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"a1355c01-a7fa-4a93-9835-cf801ccdb751","Riedel Bau GmbH","Frasdorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"09aaf928-181f-44ec-b7d3-5be2a8c0bebc","Helmut Anderl Baugeschäft GmbH","Großkarolinenfeld","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"c04616a4-7fdc-49d8-992e-30dcb851691e","Schilp Bauunternehmung GmbH","Großkarolinenfeld","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"c78ca041-e981-4728-b28c-67bb6b9b67c9","TF Baugeschäft GmbH","Großkarolinenfeld","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"eddf466e-313f-43e3-969d-090c66b96329","Iffländer GmbH Bauunternehmen","Höslwang","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"25466d41-8df2-4347-b7b4-46b10bf70aa3","Alto Mair Bau GmbH","Kolbermoor","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"22f69b2e-bddc-488f-b39d-998338211db0","K. Baumann Baugesellschaft mbH","Kolbermoor","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"b7682992-8055-4231-9d6c-91e2b1b76d8b","Sebastian Daxeder Bauunternehmung GmbH","Kolbermoor","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"24a31b8d-29e3-4686-a9ac-f39fb203785e","Trost Bau","Kolbermoor","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"2e3356f4-ba9a-4e70-a131-a9548f20bce9","Maurer & Sohn GmbH","Pfaffing","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"9b7e94bd-633b-41f7-b501-bc2eab84176c","Hans Neureiter Bauunternehmen GmbH","Pittenhart","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"8d69730a-2f77-490d-abeb-9c167344fab7","Scheck GmbH & Co. KG","Prien am Chiemsee","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"b4705877-414c-4606-b15a-d79479f8f4fd","Franz Mayrl Baugeschäft","Raubling","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"2bdd0732-03f8-4842-b9ff-3331d8da1cd7","Franz Schoner GmbH","Riedering","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"de7243d0-5300-463a-8e2f-d709cb60f452","Frommwieser Baugeschäft GmbH","Rimsting","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"93f30ba9-7011-4337-96a6-bc790cd73a0a","Schweinsteiger Bau GmbH & Co. KG","Rohrdorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"b29f0bbe-e3c8-43f3-8f3e-b87bd3e62830","Simon Gartner Bauunternehmen","Rohrdorf","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"2aedee70-a676-492d-9637-8ef8bcfdaa7e","Bauunternehmen Georg Tremmel GmbH & Co. KG","Rosenheim","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"63aec5af-39dd-4fc8-ba7d-6db9caa01ac6","Moser Bau GmbH","Rosenheim","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"6a0fcb65-cbfc-453d-9d03-bae5539f3590","Peter Holzner GmbH & Co. KG","Rosenheim","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"8832c054-44a2-4f7c-a1bb-f0d6577da296","Pfeiffer Baugesellschaft mbH","Rosenheim","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"2bf03fa4-fe43-48d4-8ab6-d39682c3fd5f","Sennes GmbH","Rosenheim","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"c068e021-3f9c-489c-baad-c1ee9fad5439","Stefan Daberger Bauunternehmung GmbH","Rott am Inn","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"cbcbc961-53bc-4301-accc-ec79299198b6","Baugeschäft Spöck","Samerberg","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"be052fbd-694c-4723-ba50-5c40762ac41e","Thalhauser Bau GmbH","Schechen","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"8a5b30c0-a144-4a2d-9492-fd4785699dff","Gramer Bau GmbH","Söchtenau","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"bfb4c0be-5664-4450-840a-fe4411c50133","Murner Bau GmbH","Söchtenau","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"285e3380-7363-47b0-bb7f-dce91a6d4f36","Elisabeth Weber Baugeschäft","Stephanskirchen","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"1843163e-f2cc-4af5-8974-d014d26b946a","Sundmacher Bau GmbH","Tuntenhausen","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"e9f0f482-8b57-4baf-9c74-376c8a348cb0","BauManufaktur Loy GmbH","Vogtareuth","Bauunternehmen","hochbau","Hochbau","high","Hochbau","company_trades.evidence","Service-Name direkt in company_trades.evidence gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","REVIEW_MANUALLY","Evidence ist sehr kurz; vor Freigabe manuell prüfen.","",""
"df7b09bf-b7f5-4800-9a3f-807facd70cda","Dachdeckerei Otto Spenglerei","Bad Aibling","Bauunternehmen","umbau","Umbau","high","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Dachsanierung beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist no","companies.description","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
"512d8e26-cb98-4fe2-aa20-d6ace55c560a","Die Glaser","Bad Aibling","Bauunternehmen","umbau","Umbau","high","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Schreinerarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist noch nich","companies.description","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
"d9adda02-2dce-4ef1-8e4e-75ee64f513d2","Holzbau Glas","Bad Aibling","Bauunternehmen","umbau","Umbau","high","ten in Bad Aibling. Auf der Firmenwebsite werden u. a. Leistungen in den Bereichen Umbau, Sanierung, Zimmererarbeiten beschrieben. Der Eintrag wurde aus öffentlich zugänglichen Unternehmensquellen vorbereitet. Der Eintrag ist","companies.description","Service-Name direkt in companies.description gefunden und fachlich dem Gewerk bauunternehmen zuordenbar.","review_and_confirm_company_service","READY_TO_APPROVE","Direkter Leistungsbegriff in Evidence, passendes Gewerk und Ort vorhanden, kein Ambiguity-Hinweis.","",""
